customer_id,months_subscribed,avg_monthly_spend,app_user,support_tickets,upgraded_premium
20638,25,26.19,1,0,0
20639,27,42.82,0,0,1
20640,21,56.88,0,3,1
20641,26,9.18,1,0,0
20642,13,36.09,0,2,0
20643,8,40.55,1,1,0
20644,11,37.13,0,0,0
20645,17,24.44,1,0,0
20646,25,60.24,1,0,1
20647,21,45.02,1,1,1
20648,10,17.03,1,0,0
20649,35,41.0,1,1,0
20650,11,67.89,0,2,0
20651,11,15.93,0,2,0
20652,19,50.43,0,2,0
20653,1,42.0,1,1,0
20654,10,11.62,1,1,0
20655,23,44.44,1,0,0
20656,13,52.22,0,1,1
20657,17,60.48,0,2,0
20658,22,60.55,0,2,0
20659,16,31.84,0,2,1
20660,25,76.84,0,1,1
20661,21,24.4,1,1,0
20662,23,29.66,0,0,0
20663,3,69.82,1,2,0
20664,7,51.34,0,2,0
20665,29,24.47,0,1,0
20666,30,28.35,1,0,1
20667,17,34.07,1,1,0
20668,2,59.95,1,0,1
20669,14,21.6,0,0,0
20670,12,17.44,0,1,0
20671,19,43.48,0,1,0
20672,21,35.62,1,1,1
20673,18,18.64,0,1,0
20674,34,38.39,0,0,0
20675,31,37.45,0,1,0
20676,4,35.76,0,1,0
20677,8,58.98,0,0,0
20678,9,27.85,0,0,0
20679,29,48.76,1,1,0
20680,26,58.3,0,0,1
20681,23,17.56,0,0,0
20682,32,19.53,1,1,0
20683,25,42.35,1,1,1
20684,16,41.84,1,1,0
20685,24,53.44,1,0,1
20686,4,40.7,1,1,0
20687,24,62.58,1,1,1
20688,23,17.48,1,2,0
20689,9,23.03,1,2,0
20690,30,46.72,0,2,0
20691,10,23.87,0,0,0
20692,15,27.41,0,0,0
20693,11,64.12,1,1,1
20694,5,55.81,1,0,0
20695,32,36.65,0,2,0
20696,36,39.69,1,1,0
20697,24,31.35,0,1,0
20698,13,61.56,0,2,1
20699,2,65.78,0,1,1
20700,28,33.3,1,1,0
20701,9,21.8,1,2,0
20702,16,27.53,1,3,0
20703,29,36.78,1,1,1
20704,12,28.52,0,2,0
20705,11,64.15,1,3,0
20706,25,42.53,0,1,0
20707,22,41.93,0,0,1
20708,4,58.92,0,0,0
20709,2,33.6,0,0,0
20710,33,73.65,1,1,1
20711,7,28.97,1,1,0
20712,28,29.76,0,3,0
20713,2,44.22,0,2,0
20714,17,58.18,1,1,0
20715,13,39.1,0,1,0
20716,32,27.72,0,1,0
20717,33,42.96,0,0,0
20718,34,45.85,1,0,1
20719,12,36.06,0,2,0
20720,20,31.74,1,0,0
20721,28,43.11,0,2,1
20722,18,49.61,1,3,0
20723,26,38.57,0,0,0
20724,30,16.84,0,2,0
20725,9,49.63,1,1,1
20726,26,32.2,1,2,1
20727,10,37.09,1,1,1
20728,30,38.41,0,1,1
20729,14,39.7,0,1,0
20730,30,36.14,0,0,1
20731,9,26.73,0,4,0
20732,10,26.51,0,0,0
20733,23,39.67,1,1,1
20734,1,24.87,0,0,0
20735,21,71.75,1,1,0
20736,26,45.18,0,3,0
20737,21,52.58,1,0,0
20738,1,41.69,1,2,1
20739,33,48.44,1,1,1
20740,8,39.69,1,0,1
20741,35,37.04,0,3,0
20742,15,53.88,1,1,0
20743,10,42.12,1,1,0
20744,32,27.7,1,2,1
20745,28,20.67,0,1,0
20746,17,61.13,1,1,1
20747,23,49.03,1,0,1
20748,14,35.93,0,0,0
20749,6,46.89,0,0,0
20750,1,26.38,1,0,1
20751,20,34.49,0,1,0
20752,27,35.25,0,3,0
20753,7,13.57,0,2,0
20754,7,20.83,1,2,0
20755,17,27.89,0,1,0
20756,4,43.33,1,0,0
20757,4,42.66,0,2,0
20758,12,50.17,1,2,0
20759,5,44.39,1,1,0
20760,16,79.07,1,1,1
20761,24,43.6,1,0,1
20762,32,8.0,0,3,0
20763,25,49.84,1,0,1
20764,30,50.51,1,0,0
20765,35,66.22,1,1,1
20766,21,59.82,1,0,0
20767,13,30.39,0,2,0
20768,9,42.59,1,1,0
20769,3,49.69,0,1,0
20770,13,38.44,1,2,1
20771,34,44.94,0,1,1
20772,22,39.73,1,2,0
20773,10,65.83,1,0,0
20774,28,20.7,0,1,0
20775,2,54.2,1,1,0
20776,33,42.96,0,1,0
20777,13,53.31,1,0,1
20778,7,54.62,1,2,1
20779,27,48.12,1,5,0
20780,5,23.93,1,3,0
20781,33,29.79,1,0,0
20782,20,46.96,0,0,1
20783,4,35.65,0,1,0
20784,29,31.97,0,0,0
20785,27,34.82,1,1,1
20786,15,36.0,1,1,0
20787,33,45.48,0,1,0
20788,28,63.73,1,1,1
20789,22,18.32,1,0,0
20790,32,34.69,1,0,1
20791,31,42.64,1,2,0
20792,19,58.48,1,2,0
20793,24,58.54,1,0,0
20794,17,19.03,0,0,0
20795,22,35.95,0,1,0
20796,10,29.96,1,2,0
20797,12,39.73,0,4,0
20798,23,44.35,0,0,0
20799,2,8.0,0,1,0
20800,2,28.88,1,2,0
20801,30,47.45,1,1,1
20802,6,48.04,0,1,0
20803,3,34.99,1,3,0
20804,30,48.13,1,0,1
20805,33,48.33,0,0,0
20806,29,39.91,1,0,1
20807,21,49.38,0,1,0
20808,35,53.07,1,0,1
20809,11,54.05,0,3,0
20810,8,36.78,1,0,0
20811,14,28.4,1,0,1
20812,17,47.05,0,0,1
20813,13,59.75,1,2,0
20814,33,62.04,0,0,0
20815,23,62.54,1,0,0
20816,3,60.43,0,1,0
20817,25,39.79,1,0,0
20818,35,49.45,1,1,1
20819,33,49.15,1,1,1
20820,11,45.38,0,1,0
20821,14,42.33,0,2,0
20822,6,50.49,1,2,0
20823,4,46.59,0,0,0
20824,6,57.88,0,0,0
20825,10,45.93,1,0,0
20826,20,40.43,1,0,0
20827,30,65.9,1,2,0
20828,10,26.69,0,1,1
20829,32,43.61,0,0,0
20830,2,32.62,0,0,0
20831,25,39.33,1,0,0
20832,30,41.52,0,0,0
20833,4,60.5,1,0,0
20834,3,44.42,0,1,0
20835,12,50.52,1,0,1
20836,11,43.45,1,0,0
20837,29,49.21,0,2,0
20838,14,62.62,0,1,0
20839,10,24.72,0,2,0
20840,25,33.11,0,1,0
20841,10,48.11,1,1,0
20842,2,45.67,1,2,0
20843,33,14.18,0,0,0
20844,2,34.82,0,3,1
20845,28,33.01,1,3,0
20846,15,47.16,0,3,0
20847,24,40.59,0,2,0
20848,14,8.0,0,2,0
20849,14,23.07,1,1,1
20850,7,36.25,1,1,0
20851,17,42.94,1,1,0
20852,25,15.34,0,0,0
20853,20,22.5,1,1,1
20854,34,48.87,1,0,1
20855,9,55.9,1,2,0
20856,20,50.84,0,2,0
20857,19,32.32,0,1,0
20858,8,30.27,1,0,0
20859,8,41.14,1,1,0
20860,2,27.52,1,0,0
20861,11,37.86,1,2,0
20862,14,8.0,1,0,0
20863,11,33.18,1,1,0
20864,3,19.72,1,2,0
20865,28,50.9,0,3,0
20866,23,49.53,0,0,0
20867,1,56.72,1,0,0
20868,1,46.67,0,1,0
20869,14,52.88,0,3,0
20870,28,38.08,1,1,1
20871,1,32.06,1,0,0
20872,23,34.86,0,2,0
20873,20,32.46,1,1,0
20874,16,35.1,0,0,0
20875,2,24.06,0,3,0
20876,31,22.48,1,0,0
20877,4,53.0,1,0,0
20878,7,57.9,1,1,1
20879,6,21.99,0,1,0
20880,10,32.95,1,1,0
20881,11,37.26,1,0,0
20882,19,58.6,1,3,0
20883,35,78.36,1,1,1
20884,17,34.19,1,2,0
20885,5,46.51,0,1,0
20886,21,21.38,1,0,0
20887,26,63.27,1,1,1
20888,14,46.31,0,3,0
20889,35,30.33,1,0,1
20890,31,59.59,0,0,1
20891,33,14.47,1,0,1
20892,30,53.16,1,0,1
20893,22,45.15,0,2,0
20894,19,35.19,1,0,1
20895,19,67.22,0,0,0
20896,29,45.48,0,1,0
20897,2,35.97,0,0,0
20898,34,56.42,1,2,1
20899,6,52.46,0,2,0
20900,9,33.81,1,1,0
20901,26,33.28,1,2,1
20902,20,58.23,1,0,1
20903,31,70.07,1,1,1
20904,15,59.46,0,1,0
20905,30,56.99,1,2,0
20906,10,35.55,0,2,0
20907,24,28.58,0,0,0
20908,10,29.71,1,0,0
20909,9,62.75,0,0,0
20910,19,53.71,0,0,0
20911,26,22.59,0,1,0
20912,4,23.27,0,3,0
20913,5,33.67,1,1,0
20914,2,44.86,1,1,0
20915,20,27.41,1,1,0
20916,25,34.18,1,0,0
20917,29,50.37,1,0,0
20918,36,43.5,1,2,1
20919,31,17.41,0,0,0
20920,21,52.6,1,1,1
20921,34,52.38,1,1,1
20922,18,62.38,1,0,0
20923,32,25.35,0,0,0
20924,31,63.37,1,0,1
20925,36,14.33,1,0,1
20926,17,15.82,1,0,1
20927,32,35.2,0,1,0
20928,2,39.14,1,1,0
